location,start_date,end_date,year,month,visitation_count,frequency,source_file,source_sheet,source_row,source_col,target_processing,trail_name
Upper Cherrytown Road,1999-11-01,1999-11-30,1999,11,91,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,1999-12-01,1999-12-31,1999,12,81,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,10,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-01-01,2000-01-31,2000,1,53,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-02-01,2000-02-29,2000,2,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-03-01,2000-03-31,2000,3,107,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-04-01,2000-04-30,2000,4,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-05-01,2000-05-31,2000,5,101,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-06-01,2000-06-30,2000,6,80,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-07-01,2000-07-31,2000,7,179,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-08-01,2000-08-31,2000,8,235,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-09-01,2000-09-30,2000,9,160,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-10-01,2000-10-31,2000,10,238,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-11-01,2000-11-30,2000,11,130,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2000-12-01,2000-12-31,2000,12,48,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,11,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-01-01,2001-01-31,2001,1,53,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-02-01,2001-02-28,2001,2,23,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-03-01,2001-03-31,2001,3,52,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-04-01,2001-04-30,2001,4,139,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-05-01,2001-05-31,2001,5,206,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-06-01,2001-06-30,2001,6,109,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-07-01,2001-07-31,2001,7,241,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-08-01,2001-08-31,2001,8,140,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-09-01,2001-09-30,2001,9,186,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-10-01,2001-10-31,2001,10,234,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-11-01,2001-11-30,2001,11,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2001-12-01,2001-12-31,2001,12,54,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,12,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-01-01,2002-01-31,2002,1,114,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-02-01,2002-02-28,2002,2,100,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-03-01,2002-03-31,2002,3,108,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-04-01,2002-04-30,2002,4,128,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-05-01,2002-05-31,2002,5,175,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-06-01,2002-06-30,2002,6,228,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-07-01,2002-07-31,2002,7,289,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-08-01,2002-08-31,2002,8,186,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-09-01,2002-09-30,2002,9,188,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-10-01,2002-10-31,2002,10,181,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-11-01,2002-11-30,2002,11,104,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2002-12-01,2002-12-31,2002,12,88,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,13,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-01-01,2003-01-31,2003,1,51,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-02-01,2003-02-28,2003,2,50,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-03-01,2003-03-31,2003,3,46,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-04-01,2003-04-30,2003,4,130,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-05-01,2003-05-31,2003,5,187,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-06-01,2003-06-30,2003,6,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-07-01,2003-07-31,2003,7,314,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-08-01,2003-08-31,2003,8,213,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-09-01,2003-09-30,2003,9,163,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-10-01,2003-10-31,2003,10,199,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-11-01,2003-11-30,2003,11,90,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2003-12-01,2003-12-31,2003,12,33,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,14,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-01-01,2004-01-31,2004,1,99,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-02-01,2004-02-29,2004,2,85,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-03-01,2004-03-31,2004,3,43,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-04-01,2004-04-30,2004,4,144,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-05-01,2004-05-31,2004,5,194,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-06-01,2004-06-30,2004,6,161,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-07-01,2004-07-31,2004,7,207,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-08-01,2004-08-31,2004,8,216,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-09-01,2004-09-30,2004,9,190,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-10-01,2004-10-31,2004,10,247,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-11-01,2004-11-30,2004,11,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2004-12-01,2004-12-31,2004,12,55,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,15,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-01-01,2005-01-31,2005,1,53,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-02-01,2005-02-28,2005,2,60,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-03-01,2005-03-31,2005,3,65,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-04-01,2005-04-30,2005,4,72,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-05-01,2005-05-31,2005,5,219,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-06-01,2005-06-30,2005,6,112,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-07-01,2005-07-31,2005,7,279,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-08-01,2005-08-31,2005,8,136,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-09-01,2005-09-30,2005,9,153,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-10-01,2005-10-31,2005,10,170,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-11-01,2005-11-30,2005,11,136,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2005-12-01,2005-12-31,2005,12,47,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,16,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-01-01,2006-01-31,2006,1,42,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-02-01,2006-02-28,2006,2,71,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-03-01,2006-03-31,2006,3,73,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-04-01,2006-04-30,2006,4,160,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-05-01,2006-05-31,2006,5,122,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-06-01,2006-06-30,2006,6,149,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-07-01,2006-07-31,2006,7,243,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-08-01,2006-08-31,2006,8,214,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-09-01,2006-09-30,2006,9,206,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-10-01,2006-10-31,2006,10,344,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-11-01,2006-11-30,2006,11,157,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2006-12-01,2006-12-31,2006,12,125,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,17,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-01-01,2007-01-31,2007,1,46,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-02-01,2007-02-28,2007,2,45,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-03-01,2007-03-31,2007,3,59,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-04-01,2007-04-30,2007,4,94,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-05-01,2007-05-31,2007,5,193,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-06-01,2007-06-30,2007,6,170,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-07-01,2007-07-31,2007,7,263,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-08-01,2007-08-31,2007,8,226,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-09-01,2007-09-30,2007,9,194,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-10-01,2007-10-31,2007,10,244,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-11-01,2007-11-30,2007,11,118,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2007-12-01,2007-12-31,2007,12,53,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,18,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-01-01,2010-01-31,2010,1,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-02-01,2010-02-28,2010,2,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-03-01,2010-03-31,2010,3,0,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-04-01,2010-04-30,2010,4,37,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-05-01,2010-05-31,2010,5,218,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-06-01,2010-06-30,2010,6,25,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-07-01,2010-07-31,2010,7,216,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-08-01,2010-08-31,2010,8,257,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-09-01,2010-09-30,2010,9,213,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-10-01,2010-10-31,2010,10,380,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-11-01,2010-11-30,2010,11,123,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2010-12-01,2010-12-31,2010,12,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,21,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-04-01,2021-04-30,2021,4,152,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-05-01,2021-05-31,2021,5,90,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-06-01,2021-06-30,2021,6,121,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-07-01,2021-07-31,2021,7,154,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-08-01,2021-08-31,2021,8,175,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-09-01,2021-09-30,2021,9,97,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-10-01,2021-10-31,2021,10,115,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-11-01,2021-11-30,2021,11,70,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2021-12-01,2021-12-31,2021,12,51,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,32,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-01-01,2022-01-31,2022,1,32,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-02-01,2022-02-28,2022,2,16,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-03-01,2022-03-31,2022,3,46,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-04-01,2022-04-30,2022,4,174,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-05-01,2022-05-31,2022,5,364,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-06-01,2022-06-30,2022,6,251,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,10,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-07-01,2022-07-31,2022,7,704,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,11,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-08-01,2022-08-31,2022,8,341,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,12,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-09-01,2022-09-30,2022,9,170,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,13,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-10-01,2022-10-31,2022,10,237,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,14,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-11-01,2022-11-30,2022,11,86,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,15,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2022-12-01,2022-12-31,2022,12,68,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,16,33,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2023-01-01,2023-01-31,2023,1,81,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,5,34,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2023-02-01,2023-02-28,2023,2,75,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,6,34,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2023-03-01,2023-03-31,2023,3,62,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,7,34,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2023-04-01,2023-04-30,2023,4,168,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,8,34,observed_monthly_from_register_tally,Vernooy Falls Trail
Upper Cherrytown Road,2023-05-01,2023-05-31,2023,5,136,monthly,Trail Register Tally_8_9_24_(1).xlsx,Upper Cherrytown Road,9,34,observed_monthly_from_register_tally,Vernooy Falls Trail
